DonorId,LastDonationDate,Recency,Frequency,Monetary,RecencyScore,FrequencyScore,MonetaryScore,RFM_Score,RFM_Segment,RFM_Customer_Segment
69547,25/06/2019,69,2,26417,5,1,1,7,High-Value,Potential Loyalists
69548,10/04/2015,1606,1,15000,3,1,1,5,Low-Value,At Risk Customers
69550,02/06/2017,822,2,30000,4,1,1,6,Mid-Value,Potential Loyalists
69554,16/04/2015,1600,1,10000,3,1,1,5,Low-Value,At Risk Customers
69556,20/04/2015,1596,1,10000,3,1,1,5,Low-Value,At Risk Customers
69557,08/04/2015,1608,1,10000,3,1,1,5,Low-Value,At Risk Customers
69558,02/07/2015,1523,2,9500,3,1,1,5,Low-Value,At Risk Customers
69560,13/04/2015,1603,1,20000,3,1,1,5,Low-Value,At Risk Customers
69561,16/06/2017,808,5,16500,4,1,1,6,Mid-Value,Potential Loyalists
69564,15/07/2016,1144,1,10000,4,1,1,6,Mid-Value,Potential Loyalists
69565,24/05/2019,101,12,91800,5,1,1,7,High-Value,Potential Loyalists
69568,06/10/2015,1427,1,10000,3,1,1,5,Low-Value,At Risk Customers
69569,16/06/2015,1539,1,1500,3,1,1,5,Low-Value,At Risk Customers
69570,31/12/2017,610,15,178609.77,5,1,2,8,High-Value,Potential Loyalists
69573,08/06/2015,1547,1,15000,3,1,1,5,Low-Value,At Risk Customers
69574,05/05/2016,1215,4,43500,4,1,1,6,Mid-Value,Potential Loyalists
69577,10/04/2015,1606,1,10000,3,1,1,5,Low-Value,At Risk Customers
69578,29/04/2015,1587,2,10000,3,1,1,5,Low-Value,At Risk Customers
69579,19/09/2016,1078,2,18000,4,1,1,6,Mid-Value,Potential Loyalists
69581,24/04/2017,861,1,8500,4,1,1,6,Mid-Value,Potential Loyalists
69584,05/10/2015,1428,3,25915,3,1,1,5,Low-Value,At Risk Customers
69586,29/04/2015,1587,1,10000,3,1,1,5,Low-Value,At Risk Customers
69590,13/04/2015,1603,1,10000,3,1,1,5,Low-Value,At Risk Customers
69595,08/04/2015,1608,1,10000,3,1,1,5,Low-Value,At Risk Customers
69599,16/04/2015,1600,1,5000,3,1,1,5,Low-Value,At Risk Customers
69602,15/04/2015,1601,1,15000,3,1,1,5,Low-Value,At Risk Customers
69604,12/03/2018,539,2,17500,5,1,1,7,High-Value,Potential Loyalists
69605,15/07/2016,1144,2,35000,4,1,1,6,Mid-Value,Potential Loyalists
69606,07/06/2016,1182,5,71000,4,1,1,6,Mid-Value,Potential Loyalists
69607,27/07/2018,402,8,50200,5,1,1,7,High-Value,Potential Loyalists
69611,02/04/2015,1614,1,11000,3,1,1,5,Low-Value,At Risk Customers
69614,14/04/2015,1602,1,15000,3,1,1,5,Low-Value,At Risk Customers
69617,18/02/2019,196,2,11499,5,1,1,7,High-Value,Potential Loyalists
69619,07/02/2018,572,4,55000,5,1,1,7,High-Value,Potential Loyalists
69620,15/07/2016,1144,1,10000,4,1,1,6,Mid-Value,Potential Loyalists
69621,05/05/2015,1581,1,20000,3,1,1,5,Low-Value,At Risk Customers
69622,30/04/2015,1586,1,10000,3,1,1,5,Low-Value,At Risk Customers
69624,09/04/2019,146,7,97500,5,1,1,7,High-Value,Potential Loyalists
69625,13/04/2015,1603,1,10000,3,1,1,5,Low-Value,At Risk Customers
69626,28/09/2015,1435,2,23100,3,1,1,5,Low-Value,At Risk Customers
69627,23/03/2016,1258,2,19500,4,1,1,6,Mid-Value,Potential Loyalists
69628,15/04/2015,1601,1,20000,3,1,1,5,Low-Value,At Risk Customers
69630,01/05/2015,1585,2,10000,3,1,1,5,Low-Value,At Risk Customers
69632,01/10/2018,336,5,36750,5,1,1,7,High-Value,Potential Loyalists
69635,12/05/2017,843,2,15000,4,1,1,6,Mid-Value,Potential Loyalists
69636,30/03/2015,1617,1,4000,3,1,1,5,Low-Value,At Risk Customers
69637,13/05/2015,1573,1,3000,3,1,1,5,Low-Value,At Risk Customers
69638,06/05/2015,1580,1,2000,3,1,1,5,Low-Value,At Risk Customers
69639,01/05/2015,1585,1,11218.34,3,1,1,5,Low-Value,At Risk Customers
69640,04/04/2019,151,2,5000,5,1,1,7,High-Value,Potential Loyalists
69641,12/05/2015,1574,1,2197.42,3,1,1,5,Low-Value,At Risk Customers
69642,06/05/2015,1580,1,2500,3,1,1,5,Low-Value,At Risk Customers
69643,06/05/2015,1580,1,2500,3,1,1,5,Low-Value,At Risk Customers
69644,01/06/2015,1554,1,2000,3,1,1,5,Low-Value,At Risk Customers
69645,31/05/2015,1555,1,2500,3,1,1,5,Low-Value,At Risk Customers
69646,05/02/2016,1305,2,23000,4,1,1,6,Mid-Value,Potential Loyalists
69647,29/04/2015,1587,1,5000,3,1,1,5,Low-Value,At Risk Customers
69648,15/04/2015,1601,1,5000,3,1,1,5,Low-Value,At Risk Customers
69649,16/12/2014,1721,1,1622.5,3,1,1,5,Low-Value,At Risk Customers
69650,10/05/2015,1576,1,2500,3,1,1,5,Low-Value,At Risk Customers
69651,20/04/2015,1596,1,2500,3,1,1,5,Low-Value,At Risk Customers
69652,20/04/2015,1596,1,2500,3,1,1,5,Low-Value,At Risk Customers
69653,22/05/2015,1564,1,2050,3,1,1,5,Low-Value,At Risk Customers
69654,27/04/2015,1589,1,2500,3,1,1,5,Low-Value,At Risk Customers
69655,22/04/2015,1594,1,2500,3,1,1,5,Low-Value,At Risk Customers
69656,09/04/2015,1607,1,3000,3,1,1,5,Low-Value,At Risk Customers
69657,20/05/2015,1566,1,9000,3,1,1,5,Low-Value,At Risk Customers
69658,01/06/2015,1554,1,2627.14,3,1,1,5,Low-Value,At Risk Customers
69659,22/04/2015,1594,1,2000,3,1,1,5,Low-Value,At Risk Customers
69660,17/05/2017,838,2,4000,4,1,1,6,Mid-Value,Potential Loyalists
69661,17/05/2017,838,2,4000,4,1,1,6,Mid-Value,Potential Loyalists
69662,30/03/2015,1617,1,2000,3,1,1,5,Low-Value,At Risk Customers
69663,14/04/2015,1602,1,5000,3,1,1,5,Low-Value,At Risk Customers
69664,19/05/2015,1567,2,12500,3,1,1,5,Low-Value,At Risk Customers
69665,14/04/2015,1602,1,5000,3,1,1,5,Low-Value,At Risk Customers
69666,21/04/2015,1595,1,2000,3,1,1,5,Low-Value,At Risk Customers
69667,09/04/2015,1607,1,10000,3,1,1,5,Low-Value,At Risk Customers
69668,07/05/2015,1579,1,2000,3,1,1,5,Low-Value,At Risk Customers
69669,01/04/2015,1615,1,2000,3,1,1,5,Low-Value,At Risk Customers
69670,30/04/2015,1586,1,2000,3,1,1,5,Low-Value,At Risk Customers
69671,20/04/2015,1596,1,2000,3,1,1,5,Low-Value,At Risk Customers
69672,27/04/2015,1589,1,10000,3,1,1,5,Low-Value,At Risk Customers
69673,29/05/2015,1557,1,2500,3,1,1,5,Low-Value,At Risk Customers
69674,24/04/2015,1592,1,1679.75,3,1,1,5,Low-Value,At Risk Customers
69675,28/04/2015,1588,1,2500,3,1,1,5,Low-Value,At Risk Customers
69676,09/05/2017,846,2,13000,4,1,1,6,Mid-Value,Potential Loyalists
69677,07/04/2015,1609,1,2500,3,1,1,5,Low-Value,At Risk Customers
69678,15/04/2015,1601,1,2500,3,1,1,5,Low-Value,At Risk Customers
69679,11/04/2015,1605,1,2500,3,1,1,5,Low-Value,At Risk Customers
69680,04/03/2016,1277,2,9600,4,1,1,6,Mid-Value,Potential Loyalists
69681,09/04/2015,1607,1,5000,3,1,1,5,Low-Value,At Risk Customers
69682,07/04/2015,1609,1,2800,3,1,1,5,Low-Value,At Risk Customers
69683,16/06/2017,808,2,6000,4,1,1,6,Mid-Value,Potential Loyalists
69684,01/04/2015,1615,1,2500,3,1,1,5,Low-Value,At Risk Customers
69685,27/04/2015,1589,1,5000,3,1,1,5,Low-Value,At Risk Customers
69686,20/04/2017,865,2,7000,4,1,1,6,Mid-Value,Potential Loyalists
69687,06/05/2015,1580,1,4000,3,1,1,5,Low-Value,At Risk Customers
69688,02/04/2015,1614,1,5000,3,1,1,5,Low-Value,At Risk Customers
69689,08/01/2015,1698,1,2000,3,1,1,5,Low-Value,At Risk Customers
69690,20/04/2015,1596,1,5000,3,1,1,5,Low-Value,At Risk Customers
69691,23/04/2015,1593,1,2000,3,1,1,5,Low-Value,At Risk Customers
69692,01/04/2015,1615,1,2000,3,1,1,5,Low-Value,At Risk Customers
69693,28/04/2015,1588,1,5000,3,1,1,5,Low-Value,At Risk Customers
69694,15/04/2015,1601,1,5000,3,1,1,5,Low-Value,At Risk Customers
69695,26/03/2015,1621,1,2000,3,1,1,5,Low-Value,At Risk Customers
69696,16/05/2017,839,2,5000,4,1,1,6,Mid-Value,Potential Loyalists
69697,03/06/2015,1552,1,2000,3,1,1,5,Low-Value,At Risk Customers
69698,13/04/2015,1603,1,2000,3,1,1,5,Low-Value,At Risk Customers
69699,20/04/2015,1596,1,5000,3,1,1,5,Low-Value,At Risk Customers
69700,13/05/2015,1573,1,2500,3,1,1,5,Low-Value,At Risk Customers
69701,03/05/2017,852,2,9000,4,1,1,6,Mid-Value,Potential Loyalists
69702,07/05/2015,1579,1,2316,3,1,1,5,Low-Value,At Risk Customers
69703,02/04/2015,1614,1,2000,3,1,1,5,Low-Value,At Risk Customers
69704,05/06/2015,1550,1,2000,3,1,1,5,Low-Value,At Risk Customers
69705,23/06/2015,1532,1,3000,3,1,1,5,Low-Value,At Risk Customers
69706,06/05/2015,1580,1,2000,3,1,1,5,Low-Value,At Risk Customers
69707,10/04/2015,1606,1,2000,3,1,1,5,Low-Value,At Risk Customers
69708,22/05/2017,833,2,20000,4,1,1,6,Mid-Value,Potential Loyalists
69709,04/04/2015,1612,1,3000,3,1,1,5,Low-Value,At Risk Customers
69710,24/04/2015,1592,1,3000,3,1,1,5,Low-Value,At Risk Customers
69711,12/06/2015,1543,1,5000,3,1,1,5,Low-Value,At Risk Customers
69712,11/05/2017,844,2,15000,4,1,1,6,Mid-Value,Potential Loyalists
69713,14/04/2015,1602,1,10000,3,1,1,5,Low-Value,At Risk Customers
69714,14/05/2018,476,3,12600,5,1,1,7,High-Value,Potential Loyalists
69715,14/04/2016,1236,2,10000,4,1,1,6,Mid-Value,Potential Loyalists
69716,31/01/2015,1675,1,4500,3,1,1,5,Low-Value,At Risk Customers
69717,01/05/2015,1585,1,5000,3,1,1,5,Low-Value,At Risk Customers
69718,24/04/2015,1592,1,2500,3,1,1,5,Low-Value,At Risk Customers
69719,10/04/2015,1606,1,2000,3,1,1,5,Low-Value,At Risk Customers
69720,10/04/2015,1606,1,2000,3,1,1,5,Low-Value,At Risk Customers
69721,17/04/2015,1599,1,5000,3,1,1,5,Low-Value,At Risk Customers
69722,09/05/2015,1577,1,2000,3,1,1,5,Low-Value,At Risk Customers
69723,02/05/2017,853,2,10000,4,1,1,6,Mid-Value,Potential Loyalists
69724,14/05/2015,1572,1,2000,3,1,1,5,Low-Value,At Risk Customers
69725,19/05/2015,1567,1,3000,3,1,1,5,Low-Value,At Risk Customers
69726,22/01/2019,223,10,98250,5,1,1,7,High-Value,Potential Loyalists
69727,02/06/2015,1553,1,7300,3,1,1,5,Low-Value,At Risk Customers
69728,25/06/2015,1530,1,4000,3,1,1,5,Low-Value,At Risk Customers
69729,18/04/2015,1598,1,5000,3,1,1,5,Low-Value,At Risk Customers
69730,19/05/2017,836,2,7500,4,1,1,6,Mid-Value,Potential Loyalists
69731,06/06/2017,818,2,5000,4,1,1,6,Mid-Value,Potential Loyalists
69732,08/04/2015,1608,1,2000,3,1,1,5,Low-Value,At Risk Customers
69733,06/04/2015,1610,1,2500,3,1,1,5,Low-Value,At Risk Customers
69734,04/05/2015,1582,1,5000,3,1,1,5,Low-Value,At Risk Customers
69735,16/04/2015,1600,1,2000,3,1,1,5,Low-Value,At Risk Customers
69736,14/04/2015,1602,1,2000,3,1,1,5,Low-Value,At Risk Customers
69737,01/05/2015,1585,1,2000,3,1,1,5,Low-Value,At Risk Customers
69738,01/05/2015,1585,1,2000,3,1,1,5,Low-Value,At Risk Customers
69739,01/05/2015,1585,1,2000,3,1,1,5,Low-Value,At Risk Customers
69740,27/03/2015,1620,1,2295,3,1,1,5,Low-Value,At Risk Customers
69741,30/04/2015,1586,1,3500,3,1,1,5,Low-Value,At Risk Customers
69742,22/04/2015,1594,1,5000,3,1,1,5,Low-Value,At Risk Customers
69743,10/04/2015,1606,1,3500,3,1,1,5,Low-Value,At Risk Customers
69744,26/11/2016,1010,4,8000,4,1,1,6,Mid-Value,Potential Loyalists
69745,02/05/2015,1584,1,2000,3,1,1,5,Low-Value,At Risk Customers
69746,23/05/2017,832,2,10000,4,1,1,6,Mid-Value,Potential Loyalists
69747,23/05/2017,832,2,10000,4,1,1,6,Mid-Value,Potential Loyalists
69748,02/04/2015,1614,1,4000,3,1,1,5,Low-Value,At Risk Customers
69749,30/05/2015,1556,2,4820,3,1,1,5,Low-Value,At Risk Customers
69750,29/03/2019,157,4,20111.45,5,1,1,7,High-Value,Potential Loyalists
69751,04/03/2016,1277,2,14500,4,1,1,6,Mid-Value,Potential Loyalists
69752,23/03/2015,1624,1,2200,3,1,1,5,Low-Value,At Risk Customers
69753,14/03/2016,1267,3,10000,4,1,1,6,Mid-Value,Potential Loyalists
69754,03/04/2019,152,5,22600,5,1,1,7,High-Value,Potential Loyalists
69755,26/03/2015,1621,1,3000,3,1,1,5,Low-Value,At Risk Customers
69756,06/02/2019,208,5,10918.85,5,1,1,7,High-Value,Potential Loyalists
69757,24/04/2017,861,2,12000,4,1,1,6,Mid-Value,Potential Loyalists
69758,25/05/2017,830,3,13000,4,1,1,6,Mid-Value,Potential Loyalists
69759,05/12/2018,271,2,7289.68,5,1,1,7,High-Value,Potential Loyalists
69760,09/03/2015,1638,1,2500,3,1,1,5,Low-Value,At Risk Customers
69761,10/07/2017,784,3,13000,4,1,1,6,Mid-Value,Potential Loyalists
69762,01/04/2015,1615,1,2000,3,1,1,5,Low-Value,At Risk Customers
69763,03/03/2015,1644,1,2500,3,1,1,5,Low-Value,At Risk Customers
69764,18/02/2015,1657,1,1805,3,1,1,5,Low-Value,At Risk Customers
69765,01/02/2015,1674,1,740,3,1,1,5,Low-Value,At Risk Customers
69766,07/05/2015,1579,1,2000,3,1,1,5,Low-Value,At Risk Customers
69767,15/06/2015,1540,1,7086.85,3,1,1,5,Low-Value,At Risk Customers
69768,19/07/2018,410,5,49000,5,1,1,7,High-Value,Potential Loyalists
69769,30/04/2015,1586,1,6000,3,1,1,5,Low-Value,At Risk Customers
69770,17/04/2015,1599,1,3000,3,1,1,5,Low-Value,At Risk Customers
69771,07/04/2015,1609,1,3000,3,1,1,5,Low-Value,At Risk Customers
69772,22/04/2015,1594,1,10000,3,1,1,5,Low-Value,At Risk Customers
69773,27/04/2015,1589,1,2000,3,1,1,5,Low-Value,At Risk Customers
69774,13/04/2015,1603,1,2500,3,1,1,5,Low-Value,At Risk Customers
69775,13/04/2015,1603,1,2000,3,1,1,5,Low-Value,At Risk Customers
69776,27/11/2017,644,2,5000,5,1,1,7,High-Value,Potential Loyalists
69777,02/04/2015,1614,1,3000,3,1,1,5,Low-Value,At Risk Customers
69778,09/06/2016,1180,2,11000,4,1,1,6,Mid-Value,Potential Loyalists
69779,11/05/2014,1940,1,1000,3,1,1,5,Low-Value,At Risk Customers
69780,23/04/2015,1593,1,2000,3,1,1,5,Low-Value,At Risk Customers
69781,23/04/2015,1593,1,2000,3,1,1,5,Low-Value,At Risk Customers
69782,01/05/2015,1585,1,1800,3,1,1,5,Low-Value,At Risk Customers
69783,01/06/2015,1554,1,5000,3,1,1,5,Low-Value,At Risk Customers
69784,17/04/2015,1599,1,2000,3,1,1,5,Low-Value,At Risk Customers
69785,16/02/2015,1659,1,2000,3,1,1,5,Low-Value,At Risk Customers
69786,02/04/2015,1614,1,6000,3,1,1,5,Low-Value,At Risk Customers
69787,16/04/2015,1600,1,2500,3,1,1,5,Low-Value,At Risk Customers
69788,20/03/2015,1627,1,3000,3,1,1,5,Low-Value,At Risk Customers
69789,10/04/2015,1606,1,5000,3,1,1,5,Low-Value,At Risk Customers
69790,16/03/2015,1631,1,5000,3,1,1,5,Low-Value,At Risk Customers
69791,26/03/2015,1621,1,2000,3,1,1,5,Low-Value,At Risk Customers
69792,12/03/2015,1635,1,2000,3,1,1,5,Low-Value,At Risk Customers
69794,13/04/2015,1603,1,2000,3,1,1,5,Low-Value,At Risk Customers
69795,15/05/2017,840,2,14000,4,1,1,6,Mid-Value,Potential Loyalists
69796,14/03/2016,1267,2,6000,4,1,1,6,Mid-Value,Potential Loyalists
69797,01/04/2015,1615,1,5000,3,1,1,5,Low-Value,At Risk Customers
69798,29/05/2015,1557,1,3000,3,1,1,5,Low-Value,At Risk Customers
69799,26/05/2015,1560,1,8000,3,1,1,5,Low-Value,At Risk Customers
69800,22/04/2015,1594,1,2000,3,1,1,5,Low-Value,At Risk Customers
69801,20/03/2015,1627,1,5000,3,1,1,5,Low-Value,At Risk Customers
69802,30/11/2018,276,3,9125,5,1,1,7,High-Value,Potential Loyalists
69803,09/04/2015,1607,2,2922.74,3,1,1,5,Low-Value,At Risk Customers
69804,08/04/2015,1608,1,14688,3,1,1,5,Low-Value,At Risk Customers
69805,07/05/2015,1579,1,15076.9,3,1,1,5,Low-Value,At Risk Customers
69806,30/06/2017,794,3,29703.4,4,1,1,6,Mid-Value,Potential Loyalists
69807,08/05/2015,1578,1,19869.57,3,1,1,5,Low-Value,At Risk Customers
69808,07/05/2015,1579,1,10096.14,3,1,1,5,Low-Value,At Risk Customers
69809,14/05/2015,1572,1,20175,3,1,1,5,Low-Value,At Risk Customers
69810,28/06/2015,1527,1,5940,3,1,1,5,Low-Value,At Risk Customers
69811,07/05/2015,1579,1,2190,3,1,1,5,Low-Value,At Risk Customers
69812,05/05/2015,1581,1,4800,3,1,1,5,Low-Value,At Risk Customers
69813,07/05/2015,1579,1,1845,3,1,1,5,Low-Value,At Risk Customers
69814,12/05/2015,1574,1,2717.03,3,1,1,5,Low-Value,At Risk Customers
69815,20/05/2015,1566,1,2750,3,1,1,5,Low-Value,At Risk Customers
69816,31/03/2015,1616,1,5200,3,1,1,5,Low-Value,At Risk Customers
69817,15/05/2017,840,3,25000,4,1,1,6,Mid-Value,Potential Loyalists
69818,30/06/2015,1525,1,1600,3,1,1,5,Low-Value,At Risk Customers
69819,30/03/2015,1617,1,10525,3,1,1,5,Low-Value,At Risk Customers
69820,30/03/2015,1617,1,5000,3,1,1,5,Low-Value,At Risk Customers
69821,14/04/2015,1602,1,3000,3,1,1,5,Low-Value,At Risk Customers
69822,30/06/2015,1525,1,2970,3,1,1,5,Low-Value,At Risk Customers
69823,02/04/2015,1614,1,2000,3,1,1,5,Low-Value,At Risk Customers
69824,26/02/2015,1649,1,2500,3,1,1,5,Low-Value,At Risk Customers
69825,14/12/2014,1723,1,5000,3,1,1,5,Low-Value,At Risk Customers
69826,19/05/2017,836,2,5000,4,1,1,6,Mid-Value,Potential Loyalists
69827,12/03/2015,1635,1,2000,3,1,1,5,Low-Value,At Risk Customers
69828,28/05/2015,1558,1,2000,3,1,1,5,Low-Value,At Risk Customers
69829,30/06/2015,1525,1,2100,3,1,1,5,Low-Value,At Risk Customers
69830,18/03/2015,1629,1,2000,3,1,1,5,Low-Value,At Risk Customers
69831,23/02/2015,1652,1,2000,3,1,1,5,Low-Value,At Risk Customers
69832,11/02/2018,568,7,14818.4,5,1,1,7,High-Value,Potential Loyalists
69833,27/04/2015,1589,1,2000,3,1,1,5,Low-Value,At Risk Customers
69834,16/04/2015,1600,1,2000,3,1,1,5,Low-Value,At Risk Customers
69835,30/06/2015,1525,1,2030,3,1,1,5,Low-Value,At Risk Customers
69836,21/09/2015,1442,2,3900,3,1,1,5,Low-Value,At Risk Customers
69837,30/06/2015,1525,1,3000,3,1,1,5,Low-Value,At Risk Customers
69838,07/12/2018,269,3,4805,5,1,1,7,High-Value,Potential Loyalists
69839,10/04/2015,1606,1,3000,3,1,1,5,Low-Value,At Risk Customers
69840,30/06/2015,1525,1,1948.8,3,1,1,5,Low-Value,At Risk Customers
69841,30/06/2015,1525,1,2000,3,1,1,5,Low-Value,At Risk Customers
69842,30/06/2015,1525,1,2500,3,1,1,5,Low-Value,At Risk Customers
69843,21/04/2015,1595,1,2000,3,1,1,5,Low-Value,At Risk Customers
69844,23/04/2015,1593,1,2000,3,1,1,5,Low-Value,At Risk Customers
69845,29/04/2015,1587,1,5000,3,1,1,5,Low-Value,At Risk Customers
69846,30/06/2015,1525,1,7500,3,1,1,5,Low-Value,At Risk Customers
69847,14/04/2015,1602,2,4000,3,1,1,5,Low-Value,At Risk Customers
69848,22/04/2015,1594,1,10000,3,1,1,5,Low-Value,At Risk Customers
69849,28/04/2015,1588,1,5000,3,1,1,5,Low-Value,At Risk Customers
69850,09/04/2015,1607,1,20000,3,1,1,5,Low-Value,At Risk Customers
69851,23/04/2015,1593,1,5000,3,1,1,5,Low-Value,At Risk Customers
69852,15/04/2015,1601,1,3000,3,1,1,5,Low-Value,At Risk Customers
69853,30/06/2015,1525,1,3360,3,1,1,5,Low-Value,At Risk Customers
69854,11/03/2015,1636,1,2000,3,1,1,5,Low-Value,At Risk Customers
69855,22/04/2015,1594,1,1000,3,1,1,5,Low-Value,At Risk Customers
69856,03/06/2019,91,7,19700,5,1,1,7,High-Value,Potential Loyalists
69857,30/06/2015,1525,1,2800,3,1,1,5,Low-Value,At Risk Customers
69858,30/06/2015,1525,1,1510,3,1,1,5,Low-Value,At Risk Customers
69859,30/06/2015,1525,1,800,3,1,1,5,Low-Value,At Risk Customers
69860,18/01/2018,592,2,5518.5,5,1,1,7,High-Value,Potential Loyalists
69861,03/05/2017,852,2,5202,4,1,1,6,Mid-Value,Potential Loyalists
69862,20/03/2015,1627,1,2500,3,1,1,5,Low-Value,At Risk Customers
69863,16/04/2015,1600,1,5000,3,1,1,5,Low-Value,At Risk Customers
69864,30/06/2015,1525,1,2000,3,1,1,5,Low-Value,At Risk Customers
69865,20/04/2015,1596,1,2500,3,1,1,5,Low-Value,At Risk Customers
69866,02/04/2015,1614,1,3000,3,1,1,5,Low-Value,At Risk Customers
69867,07/04/2015,1609,1,5000,3,1,1,5,Low-Value,At Risk Customers
69868,30/06/2015,1525,1,2000,3,1,1,5,Low-Value,At Risk Customers
69869,13/04/2015,1603,1,2500,3,1,1,5,Low-Value,At Risk Customers
69870,30/06/2015,1525,1,1750,3,1,1,5,Low-Value,At Risk Customers
69871,13/05/2015,1573,1,3250,3,1,1,5,Low-Value,At Risk Customers
69872,25/03/2015,1622,1,5000,3,1,1,5,Low-Value,At Risk Customers
69873,23/03/2015,1624,1,1682,3,1,1,5,Low-Value,At Risk Customers
69874,30/06/2015,1525,1,3000,3,1,1,5,Low-Value,At Risk Customers
69875,01/04/2015,1615,1,5000,3,1,1,5,Low-Value,At Risk Customers
69876,31/05/2015,1555,1,1548,3,1,1,5,Low-Value,At Risk Customers
69877,27/04/2015,1589,1,5000,3,1,1,5,Low-Value,At Risk Customers
69878,13/11/2018,293,2,4500,5,1,1,7,High-Value,Potential Loyalists
69879,13/11/2018,293,2,4500,5,1,1,7,High-Value,Potential Loyalists
69880,08/04/2015,1608,1,2500,3,1,1,5,Low-Value,At Risk Customers
69881,23/03/2018,528,6,48100,5,1,1,7,High-Value,Potential Loyalists
69882,30/06/2015,1525,1,4598,3,1,1,5,Low-Value,At Risk Customers
69883,30/06/2015,1525,1,10000,3,1,1,5,Low-Value,At Risk Customers
69884,06/05/2015,1580,1,20000,3,1,1,5,Low-Value,At Risk Customers
69885,30/06/2015,1525,1,9000,3,1,1,5,Low-Value,At Risk Customers
69886,20/04/2015,1596,1,20000,3,1,1,5,Low-Value,At Risk Customers
69887,05/05/2015,1581,1,10000,3,1,1,5,Low-Value,At Risk Customers
69888,03/05/2015,1583,1,1859,3,1,1,5,Low-Value,At Risk Customers
69889,01/04/2019,154,18,30428,5,1,1,7,High-Value,Potential Loyalists
69890,30/05/2015,1556,1,6429.45,3,1,1,5,Low-Value,At Risk Customers
69891,03/04/2015,1613,1,4000,3,1,1,5,Low-Value,At Risk Customers
69892,06/05/2015,1580,1,750,3,1,1,5,Low-Value,At Risk Customers
69895,27/04/2015,1589,1,5000,3,1,1,5,Low-Value,At Risk Customers
69896,08/05/2015,1578,1,3560,3,1,1,5,Low-Value,At Risk Customers
69897,17/04/2015,1599,1,2000,3,1,1,5,Low-Value,At Risk Customers
69911,28/07/2016,1131,2,6200,4,1,1,6,Mid-Value,Potential Loyalists
69912,06/07/2015,1519,1,3550,3,1,1,5,Low-Value,At Risk Customers
69913,11/07/2015,1514,1,2800,3,1,1,5,Low-Value,At Risk Customers
69914,24/06/2015,1531,2,15000,3,1,1,5,Low-Value,At Risk Customers
69915,27/07/2015,1498,2,5000,3,1,1,5,Low-Value,At Risk Customers
69916,16/06/2015,1539,1,5000,3,1,1,5,Low-Value,At Risk Customers
69917,17/11/2015,1385,1,10000,3,1,1,5,Low-Value,At Risk Customers
69918,25/05/2015,1561,1,10000,3,1,1,5,Low-Value,At Risk Customers
69919,01/06/2015,1554,1,11500,3,1,1,5,Low-Value,At Risk Customers
69920,22/05/2015,1564,1,10000,3,1,1,5,Low-Value,At Risk Customers
69922,15/06/2015,1540,1,4000,3,1,1,5,Low-Value,At Risk Customers
69923,18/08/2015,1476,2,6000,3,1,1,5,Low-Value,At Risk Customers
69924,29/08/2015,1465,2,25000,3,1,1,5,Low-Value,At Risk Customers
69926,08/06/2015,1547,1,13398.42,3,1,1,5,Low-Value,At Risk Customers
69927,22/07/2015,1503,2,8960.4,3,1,1,5,Low-Value,At Risk Customers
69928,10/09/2015,1453,2,5750,3,1,1,5,Low-Value,At Risk Customers
69929,05/06/2015,1550,1,5000,3,1,1,5,Low-Value,At Risk Customers
69930,10/06/2015,1545,1,2000,3,1,1,5,Low-Value,At Risk Customers
69931,11/06/2015,1544,1,2500,3,1,1,5,Low-Value,At Risk Customers
69932,15/06/2015,1540,1,10000,3,1,1,5,Low-Value,At Risk Customers
69933,15/12/2014,1722,1,3500,3,1,1,5,Low-Value,At Risk Customers
69934,15/12/2014,1722,1,3500,3,1,1,5,Low-Value,At Risk Customers
69937,01/06/2015,1554,1,5000,3,1,1,5,Low-Value,At Risk Customers
69938,05/06/2015,1550,1,2500,3,1,1,5,Low-Value,At Risk Customers
69939,03/07/2015,1522,2,6633,3,1,1,5,Low-Value,At Risk Customers
69940,02/06/2015,1553,1,15300,3,1,1,5,Low-Value,At Risk Customers
69941,02/09/2015,1461,3,8580,3,1,1,5,Low-Value,At Risk Customers
69942,09/08/2016,1119,1,4600,4,1,1,6,Mid-Value,Potential Loyalists
69943,17/06/2015,1538,1,2000,3,1,1,5,Low-Value,At Risk Customers
69944,12/12/2018,264,2,7500,5,1,1,7,High-Value,Potential Loyalists
69945,10/06/2015,1545,1,5000,3,1,1,5,Low-Value,At Risk Customers
69946,07/07/2015,1518,2,10000,3,1,1,5,Low-Value,At Risk Customers
69947,01/08/2015,1493,3,25164.83,3,1,1,5,Low-Value,At Risk Customers
69948,01/08/2015,1493,3,20691.73,3,1,1,5,Low-Value,At Risk Customers
69949,26/06/2015,1529,1,3000,3,1,1,5,Low-Value,At Risk Customers
69950,10/07/2015,1515,1,3000,3,1,1,5,Low-Value,At Risk Customers
69951,10/07/2015,1515,1,3000,3,1,1,5,Low-Value,At Risk Customers
69952,29/05/2015,1557,1,2000,3,1,1,5,Low-Value,At Risk Customers
69953,19/05/2015,1567,1,2500,3,1,1,5,Low-Value,At Risk Customers
69954,18/12/2014,1719,1,10000,3,1,1,5,Low-Value,At Risk Customers
69955,08/12/2015,1364,3,15475,3,1,1,5,Low-Value,At Risk Customers
69956,26/05/2015,1560,1,10000,3,1,1,5,Low-Value,At Risk Customers
